Module,api.app,api.auth.dependencies,api.contracts.memory_v1,api.dependencies,api.main,api.middleware.__init__,api.middleware.auth,api.middleware.authentication,api.middleware.error_handling,api.middleware.logging,api.middleware.rate_limiting,api.middleware.request_validation,api.middleware.response_formatting,api.middleware.tracing,api.models.responses,api.routes,api.routes.__init__,api.routes.admin,api.routes.auth,api.routes.cognitive,api.routes.health,api.routes.integration,api.routes.llm,api.routes.memory_v1,api.routes.metrics,api.routes.system,api.schemas.health,api.websockets.__init__,api.websockets.handlers,cli.commands.db,cli.commands.health,cli.commands.llm,cli.commands.memory,cli.commands.memory_utils,cli.commands.system,cli.main,cli.utils,config,config.defaults,config.settings,core.auth,core.cognition,core.cognitive,core.cognitive_control._async_utils,core.cognitive_control.attention_manager,core.cognitive_control.decision_maker,core.cognitive_control.goal_manager,core.cognitive_control.inhibitor,core.cognitive_control.metacognition,core.cognitive_control.planner,core.enums,core.events.base,core.events.handlers,core.events.idempotency,core.events.memory,core.exceptions,core.health,core.health.__init__,core.health.calculator,core.health.component,core.health.constants,core.health.dynamics,core.health.models,core.health.monitor,core.health.registry,core.logging,core.memory.__init__,core.memory.episodic_memory,core.memory.factory,core.memory.health,core.memory.interfaces,core.memory.working_memory,core.models,core.models.__init__,core.models.agent,core.models.base,core.models.cognitive,core.models.health,core.models.memory,core.models.metrics,core.models.user,core.schemas.auth,core.schemas.health,core.services.health_monitor,core.services.llm_service,core.services.metrics,core.system.diagnostics,core.system.health,core.utils,core.utils.embedding,core.utils.logging,core.utils.logging_utils,core.utils.security,core.utils.time,core.utils.validation,db,db.alembic.env,db.base,db.connection,db.connections.mongo,db.connections.postgres,db.connections.redis,db.models.base,db.repositories.ltm,db.repositories.mtm,db.repositories.stm,db.repositories.user_repository,db.schemas.ltm,db.schemas.mtm,db.schemas.stm,db.session,integration.adapters.anthropic,integration.adapters.base,integration.adapters.openai,integration.adapters.vertexai,integration.context.__init__,integration.context.injection,integration.context.retrieval,integration.exceptions,integration.langchain.__init__,integration.langchain.chains,integration.langchain.memory,integration.langchain.tools,integration.manager,integration.prompts.base,integration.prompts.memory,integration.prompts.reasoning,integration.schema,integration.utils,memory,memory.adapters.__init__,memory.adapters.episodic_memory_adapter,memory.adapters.memory_consolidation_adapter,memory.adapters.memory_decay_adapter,memory.adapters.memory_factory_adapter,memory.adapters.semantic_memory_adapter,memory.adapters.storage_adapters,memory.adapters.working_memory_adapter,memory.annealing.optimizer,memory.annealing.optimizer.__init__,memory.annealing.optimizer.components.__init__,memory.annealing.optimizer.components.energy,memory.annealing.optimizer.components.transformations,memory.annealing.optimizer.core,memory.annealing.optimizer.factory,memory.annealing.optimizer.schedules.__init__,memory.annealing.optimizer.schedules.adaptive,memory.annealing.optimizer.schedules.base,memory.annealing.optimizer.schedules.exponential,memory.annealing.optimizer.schedules.linear,memory.annealing.optimizer.stats,memory.annealing.optimizer.types,memory.annealing.phases,memory.annealing.phases.__init__,memory.annealing.phases.base,memory.annealing.phases.config,memory.annealing.phases.custom,memory.annealing.phases.factory,memory.annealing.phases.heating,memory.annealing.phases.maintenance,memory.annealing.phases.rapid_cooling,memory.annealing.phases.slow_cooling,memory.annealing.phases.stabilization,memory.annealing.phases.types,memory.annealing.scheduler,memory.annealing.scheduler.__init__,memory.annealing.scheduler.adaptive,memory.annealing.scheduler.config,memory.annealing.scheduler.core,memory.annealing.scheduler.cosine,memory.annealing.scheduler.custom,memory.annealing.scheduler.exponential,memory.annealing.scheduler.factory,memory.annealing.scheduler.linear,memory.annealing.scheduler.logarithmic,memory.annealing.scheduler.types,memory.backends,memory.backends.__init__,memory.backends.base,memory.backends.base.__init__,memory.backends.base.batch,memory.backends.base.core,memory.backends.base.operations,memory.backends.base.stats,memory.backends.factory,memory.backends.factory.__init__,memory.backends.factory.backend_type,memory.backends.factory.memory_tier,memory.backends.factory.operation_policy,memory.backends.factory.storage_factory,memory.backends.in_memory.__init__,memory.backends.in_memory.components.__init__,memory.backends.in_memory.components.batch,memory.backends.in_memory.components.crud,memory.backends.in_memory.components.search,memory.backends.in_memory.components.stats,memory.backends.in_memory.components.storage,memory.backends.in_memory.core,memory.backends.in_memory_backend,memory.backends.policies,memory.backends.redis.__init__,memory.backends.redis.components.__init__,memory.backends.redis.components.batch,memory.backends.redis.components.connection,memory.backends.redis.components.crud,memory.backends.redis.components.indexing,memory.backends.redis.components.search,memory.backends.redis.components.stats,memory.backends.redis.components.utils,memory.backends.redis.core,memory.backends.redis_backend,memory.backends.sql.__init__,memory.backends.sql.components,memory.backends.sql.components.__init__,memory.backends.sql.components.batch,memory.backends.sql.components.connection,memory.backends.sql.components.crud,memory.backends.sql.components.schema,memory.backends.sql.components.search,memory.backends.sql.components.stats,memory.backends.sql.core,memory.backends.sql_backend,memory.backends.sqlite.__init__,memory.backends.sqlite.components.__init__,memory.backends.sqlite.components.batch,memory.backends.sqlite.components.connection,memory.backends.sqlite.components.crud,memory.backends.sqlite.components.schema,memory.backends.sqlite.components.search,memory.backends.sqlite.components.stats,memory.backends.sqlite.core,memory.backends.sqlite_backend,memory.backends.vector.__init__,memory.backends.vector.components,memory.backends.vector.components.__init__,memory.backends.vector.components.crud,memory.backends.vector.components.index,memory.backends.vector.components.integrity,memory.backends.vector.components.model_swap,memory.backends.vector.components.models,memory.backends.vector.components.search,memory.backends.vector.components.stats,memory.backends.vector.components.storage,memory.backends.vector.core,memory.backends.vector_backend,memory.base,memory.config,memory.config.__init__,memory.config.embedding,memory.config.loader,memory.config.validation,memory.episodic,memory.episodic_memory,memory.exceptions,memory.factory,memory.interfaces,memory.interfaces.__init__,memory.interfaces.memory_manager,memory.interfaces.memory_store,memory.interfaces.memory_tier,memory.interfaces.stats,memory.interfaces.storage_backend,memory.lymphatic.__init__,memory.lymphatic.abstractor,memory.lymphatic.consolidator,memory.manager,memory.manager.__init__,memory.manager.audit,memory.manager.backpressure,memory.manager.capacity_pressure,memory.manager.circuit_breaker,memory.manager.consolidation,memory.manager.consolidation_guard,memory.manager.consolidation_pipeline,memory.manager.core,memory.manager.decay,memory.manager.drift_monitor,memory.manager.events,memory.manager.maintenance,memory.manager.memory_manager,memory.manager.metrics,memory.manager.models,memory.manager.quality,memory.manager.resource_limits,memory.manager.sanitization,memory.manager.scoping,memory.manager.storage,memory.manager.strength_decay,memory.manager.summarization,memory.manager.utils,memory.manager.working_memory,memory.memory_decay,memory.migrations.schema,memory.models,memory.models.__init__,memory.models.memory_item,memory.models.search,memory.models.working_memory,memory.retrieval,memory.seeding,memory.semantic,memory.semantic_memory,memory.service,memory.tiers.__init__,memory.tiers.base,memory.tiers.base.__init__,memory.tiers.base.core,memory.tiers.base.helpers,memory.tiers.base.search,memory.tiers.base.stats,memory.tiers.ltm.__init__,memory.tiers.ltm.components,memory.tiers.ltm.components.__init__,memory.tiers.ltm.components.category,memory.tiers.ltm.components.lifecycle,memory.tiers.ltm.components.maintenance,memory.tiers.ltm.components.operations,memory.tiers.ltm.components.relationship,memory.tiers.ltm.components.snapshot,memory.tiers.ltm.components.strength,memory.tiers.ltm.core,memory.tiers.mtm.__init__,memory.tiers.mtm.components,memory.tiers.mtm.components.__init__,memory.tiers.mtm.components.consolidation,memory.tiers.mtm.components.lifecycle,memory.tiers.mtm.components.operations,memory.tiers.mtm.components.priority,memory.tiers.mtm.components.promotion,memory.tiers.mtm.components.strength,memory.tiers.mtm.core,memory.tiers.stm.__init__,memory.tiers.stm.components,memory.tiers.stm.components.__init__,memory.tiers.stm.components.cleanup,memory.tiers.stm.components.expiry,memory.tiers.stm.components.lifecycle,memory.tiers.stm.components.operations,memory.tiers.stm.components.strength,memory.tiers.stm.core,memory.tubules.connections,memory.tubules.pathways,memory.tubules.weights,memory.utils.metrics,memory.utils.similarity,memory.utils.validation,memory.working,memory.working_memory,monitoring.health,monitoring.health.probes,monitoring.logging,monitoring.logging.logger,monitoring.metrics,monitoring.metrics.collectors,monitoring.metrics.exporters,monitoring.metrics.models,monitoring.tracing.spans,neuroca,tools.analysis.memory_analyzer,utils.safe_subprocess
api.app,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
api.auth.dependencies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
api.contracts.memory_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
api.dependencies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
api.main,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
api.middleware.__init__,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
api.middleware.auth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
api.middleware.authentication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
api.middleware.error_handling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
api.middleware.logging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
